ensgene,entrez,symbol,chr,start,end,strand,biotype,description
ENSG00000102390,51260,PBDC1,X,76172936,76178204,1,protein_coding,polysaccharide biosynthesis domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28790]
ENSG00000102393,2717,GLA,X,101397803,101407925,-1,protein_coding,"galactosidase, alpha [Source:HGNC Symbol;Acc:HGNC:4296]"
ENSG00000102401,51566,ARMCX3,X,101622797,101627843,1,protein_coding,"armadillo repeat containing, X-linked 3 [Source:HGNC Symbol;Acc:HGNC:24065]"
ENSG00000102409,56271,BEX4,X,103215092,103217246,1,protein_coding,"brain expressed, X-linked 4 [Source:HGNC Symbol;Acc:HGNC:25475]"
ENSG00000102445,80183,KIAA0226L,13,46342000,46438190,-1,protein_coding,KIAA0226-like [Source:HGNC Symbol;Acc:HGNC:20420]
ENSG00000102452,259232,NALCN,13,101053776,101416492,-1,protein_coding,"sodium leak channel, non selective [Source:HGNC Symbol;Acc:HGNC:19082]"
ENSG00000102466,2259,FGF14,13,101710804,102402457,-1,protein_coding,fibroblast growth factor 14 [Source:HGNC Symbol;Acc:HGNC:3671]
ENSG00000102468,3356,HTR2A,13,46831550,46897076,-1,protein_coding,"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5293]"
ENSG00000102471,54602,NDFIP2,13,79481124,79556075,1,protein_coding,Nedd4 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18537]
ENSG00000102524,10673,TNFSF13B,13,108251240,108308484,1,protein_coding,"tumor necrosis factor (ligand) superfamily, member 13b [Source:HGNC Symbol;Acc:HGNC:11929]"
ENSG00000102531,22862,FNDC3A,13,48975912,49209779,1,protein_coding,fibronectin type III domain containing 3A [Source:HGNC Symbol;Acc:HGNC:20296]
ENSG00000102539,2862,MLNR,13,49220338,49222377,1,protein_coding,motilin receptor [Source:HGNC Symbol;Acc:HGNC:4495]
ENSG00000102543,81602,CDADC1,13,49247925,49293485,1,protein_coding,cytidine and dCMP deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20299]
ENSG00000102547,81617,CAB39L,13,49308650,49444126,-1,protein_coding,calcium binding protein 39-like [Source:HGNC Symbol;Acc:HGNC:20290]
ENSG00000102554,688,KLF5,13,73054976,73077542,1,protein_coding,Kruppel-like factor 5 (intestinal) [Source:HGNC Symbol;Acc:HGNC:6349]
ENSG00000102572,8428,STK24,13,98445185,98577940,-1,protein_coding,serine/threonine kinase 24 [Source:HGNC Symbol;Acc:HGNC:11403]
ENSG00000102575,54,ACP5,19,11574660,11579008,-1,protein_coding,"acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:HGNC:124]"
ENSG00000102580,5611,DNAJC3,13,95677139,95794989,1,protein_coding,"DnaJ (Hsp40) homolog, subfamily C, member 3 [Source:HGNC Symbol;Acc:HGNC:9439]"
ENSG00000102595,55757,UGGT2,13,95801580,96053482,-1,protein_coding,UDP-glucose glycoprotein glucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15664]
ENSG00000102606,8874,ARHGEF7,13,111114559,111305737,1,protein_coding,Rho guanine nucleotide exchange factor (GEF) 7 [Source:HGNC Symbol;Acc:HGNC:15607]
ENSG00000102678,2254,FGF9,13,21671383,21704498,1,protein_coding,fibroblast growth factor 9 [Source:HGNC Symbol;Acc:HGNC:3687]
ENSG00000102683,6445,SGCG,13,23180952,23325165,1,protein_coding,"sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein) [Source:HGNC Symbol;Acc:HGNC:10809]"
ENSG00000102699,143,PARP4,13,24420926,24512810,-1,protein_coding,"poly (ADP-ribose) polymerase family, member 4 [Source:HGNC Symbol;Acc:HGNC:271]"
ENSG00000102710,55578,SUPT20H,13,37009312,37059713,-1,protein_coding,suppressor of Ty 20 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:20596]
ENSG00000102738,10240,MRPS31,13,40729135,40771173,-1,protein_coding,mitochondrial ribosomal protein S31 [Source:HGNC Symbol;Acc:HGNC:16632]
ENSG00000102743,10166,SLC25A15,13,40789412,40810111,1,protein_coding,solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15 [Source:HGNC Symbol;Acc:HGNC:10985]
ENSG00000102753,3839,KPNA3,13,49699307,49792921,-1,protein_coding,karyopherin alpha 3 (importin alpha 4) [Source:HGNC Symbol;Acc:HGNC:6396]
ENSG00000102755,2321,FLT1,13,28300344,28495128,-1,protein_coding,fms-related tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763]
ENSG00000102760,28984,RGCC,13,41457559,41470882,1,protein_coding,regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369]
ENSG00000102763,23078,VWA8,13,41566837,41961120,-1,protein_coding,von Willebrand factor A domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29071]
ENSG00000102780,160851,DGKH,13,42040036,42256578,1,protein_coding,"diacylglycerol kinase, eta [Source:HGNC Symbol;Acc:HGNC:2854]"
ENSG00000102781,84056,KATNAL1,13,30202630,30307484,-1,protein_coding,katanin p60 subunit A-like 1 [Source:HGNC Symbol;Acc:HGNC:28361]
ENSG00000102786,26512,INTS6,13,51354077,51454264,-1,protein_coding,integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879]
ENSG00000102794,730249,IRG1,13,76948497,76958642,1,protein_coding,immunoresponsive 1 homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:33904]
ENSG00000102796,79758,DHRS12,13,51767993,51804157,-1,protein_coding,dehydrogenase/reductase (SDR family) member 12 [Source:HGNC Symbol;Acc:HGNC:25832]
ENSG00000102802,84935,MEDAG,13,30906191,30925572,1,protein_coding,mesenteric estrogen-dependent adipogenesis [Source:HGNC Symbol;Acc:HGNC:25926]
ENSG00000102804,8848,TSC22D1,13,44432143,44577147,-1,protein_coding,"TSC22 domain family, member 1 [Source:HGNC Symbol;Acc:HGNC:16826]"
ENSG00000102805,1203,CLN5,13,76990660,77002517,1,protein_coding,"ceroid-lipofuscinosis, neuronal 5 [Source:HGNC Symbol;Acc:HGNC:2076]"
ENSG00000102837,10562,OLFM4,13,53028759,53052057,1,protein_coding,olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190]
ENSG00000102854,10232,MSLN,16,643262,768865,1,protein_coding,mesothelin [Source:HGNC Symbol;Acc:HGNC:7371]
ENSG00000102858,23295,MGRN1,16,4616493,4690974,1,protein_coding,"mahogunin ring finger 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20254]"
ENSG00000102870,23361,ZNF629,16,30778449,30787202,-1,protein_coding,zinc finger protein 629 [Source:HGNC Symbol;Acc:HGNC:29008]
ENSG00000102871,8717,TRADD,16,67154180,67160298,-1,protein_coding,TNFRSF1A-associated via death domain [Source:HGNC Symbol;Acc:HGNC:12030]
ENSG00000102878,3299,HSF4,16,67163385,67169945,1,protein_coding,heat shock transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:5227]
ENSG00000102879,11151,CORO1A,16,30182827,30189076,1,protein_coding,"coronin, actin binding protein, 1A [Source:HGNC Symbol;Acc:HGNC:2252]"
ENSG00000102882,5595,MAPK3,16,30114105,30123506,-1,protein_coding,mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]
ENSG00000102886,79153,GDPD3,16,30104810,30113856,-1,protein_coding,glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28638]
ENSG00000102890,79767,ELMO3,16,67199111,67204029,1,protein_coding,engulfment and cell motility 3 [Source:HGNC Symbol;Acc:HGNC:17289]
ENSG00000102891,84560,MT4,16,56565049,56568957,1,protein_coding,metallothionein 4 [Source:HGNC Symbol;Acc:HGNC:18705]
ENSG00000102893,5257,PHKB,16,47461123,47701523,1,protein_coding,"phosphorylase kinase, beta [Source:HGNC Symbol;Acc:HGNC:8927]"
ENSG00000102897,57149,LYRM1,16,20899868,20925006,1,protein_coding,LYR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25074]
ENSG00000102898,10204,NUTF2,16,67846732,67872567,1,protein_coding,nuclear transport factor 2 [Source:HGNC Symbol;Acc:HGNC:13722]
ENSG00000102900,9688,NUP93,16,56730105,56850286,1,protein_coding,nucleoporin 93kDa [Source:HGNC Symbol;Acc:HGNC:28958]
ENSG00000102901,80152,CENPT,16,67828157,67847811,-1,protein_coding,centromere protein T [Source:HGNC Symbol;Acc:HGNC:25787]
ENSG00000102904,55815,TSNAXIP1,16,67806765,67832148,1,protein_coding,translin-associated factor X interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18586]
ENSG00000102908,10725,NFAT5,16,69565094,69704666,1,protein_coding,"nuclear factor of activated T-cells 5, tonicity-responsive [Source:HGNC Symbol;Acc:HGNC:7774]"
ENSG00000102910,83752,LONP2,16,48244296,48363122,1,protein_coding,"lon peptidase 2, peroxisomal [Source:HGNC Symbol;Acc:HGNC:20598]"
ENSG00000102921,9683,N4BP1,16,48538726,48620148,-1,protein_coding,NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29850]
ENSG00000102924,869,CBLN1,16,49277917,49281831,-1,protein_coding,cerebellin 1 precursor [Source:HGNC Symbol;Acc:HGNC:1543]
ENSG00000102931,23568,ARL2BP,16,57245098,57253635,1,protein_coding,ADP-ribosylation factor-like 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]
ENSG00000102934,51090,PLLP,16,57248547,57284687,-1,protein_coding,plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553]
ENSG00000102935,23090,ZNF423,16,49487524,49857919,-1,protein_coding,zinc finger protein 423 [Source:HGNC Symbol;Acc:HGNC:16762]
ENSG00000102962,6367,CCL22,16,57358772,57366190,1,protein_coding,chemokine (C-C motif) ligand 22 [Source:HGNC Symbol;Acc:HGNC:10621]
ENSG00000102967,1723,DHODH,16,72008588,72027664,1,protein_coding,dihydroorotate dehydrogenase (quinone) [Source:HGNC Symbol;Acc:HGNC:2867]
ENSG00000102970,6361,CCL17,16,57404767,57416062,1,protein_coding,chemokine (C-C motif) ligand 17 [Source:HGNC Symbol;Acc:HGNC:10615]
ENSG00000102974,10664,CTCF,16,67562407,67639183,1,protein_coding,CCCTC-binding factor (zinc finger protein) [Source:HGNC Symbol;Acc:HGNC:13723]
ENSG00000102977,65057,ACD,16,67657512,67660815,-1,protein_coding,adrenocortical dysplasia homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:25070]
ENSG00000102978,5432,POLR2C,16,57462387,57472010,1,protein_coding,"polymerase (RNA) II (DNA directed) polypeptide C, 33kDa [Source:HGNC Symbol;Acc:HGNC:9189]"
ENSG00000102981,50855,PARD6A,16,67660946,67662778,1,protein_coding,par-6 family cell polarity regulator alpha [Source:HGNC Symbol;Acc:HGNC:15943]
ENSG00000102984,55565,ZNF821,16,71859680,71895336,-1,protein_coding,zinc finger protein 821 [Source:HGNC Symbol;Acc:HGNC:28043]
ENSG00000102996,4324,MMP15,16,58025566,58046901,1,protein_coding,matrix metallopeptidase 15 (membrane-inserted) [Source:HGNC Symbol;Acc:HGNC:7161]
ENSG00000103005,79650,USB1,16,57999546,58021618,1,protein_coding,U6 snRNA biogenesis 1 [Source:HGNC Symbol;Acc:HGNC:25792]
ENSG00000103018,80777,CYB5B,16,69424525,69466266,1,protein_coding,cytochrome b5 type B (outer mitochondrial membrane) [Source:HGNC Symbol;Acc:HGNC:24374]
ENSG00000103021,29070,CCDC113,16,58231157,58283836,1,protein_coding,coiled-coil domain containing 113 [Source:HGNC Symbol;Acc:HGNC:25002]
ENSG00000103023,221191,PRSS54,16,58279997,58295047,-1,protein_coding,"protease, serine, 54 [Source:HGNC Symbol;Acc:HGNC:26336]"
ENSG00000103024,4832,NME3,16,1770286,1771730,-1,protein_coding,NME/NM23 nucleoside diphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:7851]
ENSG00000103034,65009,NDRG4,16,58462846,58513628,1,protein_coding,NDRG family member 4 [Source:HGNC Symbol;Acc:HGNC:14466]
ENSG00000103035,5713,PSMD7,16,74296775,74306288,1,protein_coding,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 [Source:HGNC Symbol;Acc:HGNC:9565]"
ENSG00000103037,79918,SETD6,16,58515479,58521181,1,protein_coding,SET domain containing 6 [Source:HGNC Symbol;Acc:HGNC:26116]
ENSG00000103042,55238,SLC38A7,16,58665109,58685104,-1,protein_coding,"solute carrier family 38, member 7 [Source:HGNC Symbol;Acc:HGNC:25582]"
ENSG00000103043,55697,VAC14,16,70687439,70801161,-1,protein_coding,Vac14 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25507]
ENSG00000103044,3038,HAS3,16,69105564,69118719,1,protein_coding,hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820]
ENSG00000103047,79613,TANGO6,16,68843604,69085180,1,protein_coding,transport and golgi organization 6 homolog [Source:HGNC Symbol;Acc:HGNC:25749]
ENSG00000103051,25839,COG4,16,70480568,70523565,-1,protein_coding,component of oligomeric golgi complex 4 [Source:HGNC Symbol;Acc:HGNC:18620]
ENSG00000103056,55512,SMPD3,16,68358325,68448688,-1,protein_coding,"sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) [Source:HGNC Symbol;Acc:HGNC:14240]"
ENSG00000103061,84138,SLC7A6OS,16,68284503,68310951,-1,protein_coding,"solute carrier family 7, member 6 opposite strand [Source:HGNC Symbol;Acc:HGNC:25807]"
ENSG00000103064,9057,SLC7A6,16,68264516,68301823,1,protein_coding,"solute carrier family 7 (amino acid transporter light chain, y+L system), member 6 [Source:HGNC Symbol;Acc:HGNC:11064]"
ENSG00000103066,23659,PLA2G15,16,68245304,68261062,1,protein_coding,"phospholipase A2, group XV [Source:HGNC Symbol;Acc:HGNC:17163]"
ENSG00000103067,80004,ESRP2,16,68229111,68238102,-1,protein_coding,epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]
ENSG00000103089,79152,FA2H,16,74712955,74774831,-1,protein_coding,fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:21197]
ENSG00000103091,79726,WDR59,16,74871367,75000173,-1,protein_coding,WD repeat domain 59 [Source:HGNC Symbol;Acc:HGNC:25706]
ENSG00000103111,22879,MON1B,16,77190835,77202405,1,protein_coding,MON1 secretory trafficking family member B [Source:HGNC Symbol;Acc:HGNC:25020]
ENSG00000103121,56942,CMC2,16,80966448,81020270,-1,protein_coding,C-x(9)-C motif containing 2 [Source:HGNC Symbol;Acc:HGNC:24447]
ENSG00000103126,8312,AXIN1,16,287440,352673,-1,protein_coding,axin 1 [Source:HGNC Symbol;Acc:HGNC:903]
ENSG00000103145,54985,HCFC1R1,16,3022620,3024286,-1,protein_coding,host cell factor C1 regulator 1 (XPO1 dependent) [Source:HGNC Symbol;Acc:HGNC:21198]
ENSG00000103148,8131,NPRL3,16,84271,138860,-1,protein_coding,"NPR3-like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:14124]"
ENSG00000103150,23417,MLYCD,16,83899126,83927026,1,protein_coding,malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]
ENSG00000103152,4350,MPG,16,77007,85853,1,protein_coding,N-methylpurine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7211]
ENSG00000103154,54550,NECAB2,16,83968632,84002776,1,protein_coding,N-terminal EF-hand calcium binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23746]
ENSG00000103160,83693,HSDL1,16,84122146,84145192,-1,protein_coding,hydroxysteroid dehydrogenase like 1 [Source:HGNC Symbol;Acc:HGNC:16475]
ENSG00000103168,9013,TAF1C,16,84177847,84187070,-1,protein_coding,"TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa [Source:HGNC Symbol;Acc:HGNC:11534]"
ENSG00000103174,51172,NAGPA,16,5024844,5034141,-1,protein_coding,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:17378]
ENSG00000103175,58189,WFDC1,16,84294646,84329851,1,protein_coding,WAP four-disulfide core domain 1 [Source:HGNC Symbol;Acc:HGNC:15466]
ENSG00000103184,9717,SEC14L5,16,4958317,5019158,1,protein_coding,SEC14-like lipid binding 5 [Source:HGNC Symbol;Acc:HGNC:29032]
ENSG00000103187,23406,COTL1,16,84565594,84618077,-1,protein_coding,coactosin-like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304]
ENSG00000103194,9100,USP10,16,84699978,84779922,1,protein_coding,ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]
ENSG00000103196,83716,CRISPLD2,16,84819984,84920768,1,protein_coding,cysteine-rich secretory protein LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25248]
ENSG00000103197,7249,TSC2,16,2047465,2088720,1,protein_coding,tuberous sclerosis 2 [Source:HGNC Symbol;Acc:HGNC:12363]
ENSG00000103199,26048,ZNF500,16,4748239,4767624,-1,protein_coding,zinc finger protein 500 [Source:HGNC Symbol;Acc:HGNC:23716]
ENSG00000103200,NA,RP11-723C11.2,7,140435316,140435787,-1,processed_pseudogene,
ENSG00000103202,4833,NME4,16,396725,410367,1,protein_coding,NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]
ENSG00000103222,4363,ABCC1,16,15949577,16143074,1,protein_coding,"ATP-binding cassette, sub-family C (CFTR/MRP), member 1 [Source:HGNC Symbol;Acc:HGNC:51]"
ENSG00000103226,408050,NOMO3,16,16232495,16294814,1,protein_coding,NODAL modulator 3 [Source:HGNC Symbol;Acc:HGNC:25242]
ENSG00000103227,64788,LMF1,16,853634,981318,-1,protein_coding,lipase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:14154]
ENSG00000103241,2294,FOXF1,16,86510527,86515418,1,protein_coding,forkhead box F1 [Source:HGNC Symbol;Acc:HGNC:3809]
ENSG00000103245,64428,NARFL,16,729753,741329,-1,protein_coding,nuclear prelamin A recognition factor-like [Source:HGNC Symbol;Acc:HGNC:14179]
ENSG00000103248,64779,MTHFSD,16,86530176,86555235,-1,protein_coding,methenyltetrahydrofolate synthetase domain containing [Source:HGNC Symbol;Acc:HGNC:25778]
ENSG00000103249,1186,CLCN7,16,1444934,1475580,-1,protein_coding,"chloride channel, voltage-sensitive 7 [Source:HGNC Symbol;Acc:HGNC:2025]"
ENSG00000103253,84264,HAGHL,16,726936,735525,1,protein_coding,hydroxyacylglutathione hydrolase-like [Source:HGNC Symbol;Acc:HGNC:14177]
ENSG00000103254,65990,FAM173A,16,720581,722601,1,protein_coding,"family with sequence similarity 173, member A [Source:HGNC Symbol;Acc:HGNC:14152]"
ENSG00000103257,8140,SLC7A5,16,87830023,87869488,-1,protein_coding,"solute carrier family 7 (amino acid transporter light chain, L system), member 5 [Source:HGNC Symbol;Acc:HGNC:11063]"
ENSG00000103260,79006,METRN,16,715115,719655,1,protein_coding,"meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]"
ENSG00000103264,79791,FBXO31,16,87326987,87392142,-1,protein_coding,F-box protein 31 [Source:HGNC Symbol;Acc:HGNC:16510]
ENSG00000103266,10273,STUB1,16,680224,682870,1,protein_coding,"STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:11427]"
ENSG00000103269,9028,RHBDL1,16,675666,678268,1,protein_coding,"rhomboid, veinlet-like 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:10007]"
ENSG00000103274,4682,NUBP1,16,10743786,10769351,1,protein_coding,nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8041]
ENSG00000103275,7329,UBE2I,16,1308880,1327018,1,protein_coding,ubiquitin-conjugating enzyme E2I [Source:HGNC Symbol;Acc:HGNC:12485]
ENSG00000103310,7783,ZP2,16,21197450,21214510,-1,protein_coding,zona pellucida glycoprotein 2 (sperm receptor) [Source:HGNC Symbol;Acc:HGNC:13188]
ENSG00000103313,4210,MEFV,16,3242028,3256627,-1,protein_coding,Mediterranean fever [Source:HGNC Symbol;Acc:HGNC:6998]
ENSG00000103316,1428,CRYM,16,21238874,21303083,-1,protein_coding,"crystallin, mu [Source:HGNC Symbol;Acc:HGNC:2418]"
ENSG00000103319,29904,EEF2K,16,22206282,22288732,1,protein_coding,eukaryotic elongation factor 2 kinase [Source:HGNC Symbol;Acc:HGNC:24615]
ENSG00000103319,101930123,EEF2K,16,22206282,22288732,1,protein_coding,eukaryotic elongation factor 2 kinase [Source:HGNC Symbol;Acc:HGNC:24615]
ENSG00000103326,6650,CAPN15,16,527717,554636,1,protein_coding,calpain 15 [Source:HGNC Symbol;Acc:HGNC:11182]
ENSG00000103335,9780,PIEZO1,16,88715343,88785211,-1,protein_coding,piezo-type mechanosensitive ion channel component 1 [Source:HGNC Symbol;Acc:HGNC:28993]
ENSG00000103342,2935,GSPT1,16,11868128,11916082,-1,protein_coding,G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]
ENSG00000103343,7727,ZNF174,16,3401235,3409370,1,protein_coding,zinc finger protein 174 [Source:HGNC Symbol;Acc:HGNC:12963]
ENSG00000103351,23059,CLUAP1,16,3500924,3539048,1,protein_coding,clusterin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19009]
ENSG00000103353,56061,UBFD1,16,23557362,23574389,1,protein_coding,ubiquitin family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30565]
ENSG00000103355,260429,PRSS33,16,2783953,2787948,-1,protein_coding,"protease, serine, 33 [Source:HGNC Symbol;Acc:HGNC:30405]"
ENSG00000103356,124454,EARS2,16,23522014,23557731,-1,protein_coding,"glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29419]"
ENSG00000103363,6923,TCEB2,16,2771414,2777297,-1,protein_coding,"transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B) [Source:HGNC Symbol;Acc:HGNC:11619]"
ENSG00000103365,23062,GGA2,16,23463542,23521995,-1,protein_coding,"golgi-associated, gamma adaptin ear containing, ARF binding protein 2 [Source:HGNC Symbol;Acc:HGNC:16064]"
ENSG00000103375,343,AQP8,16,25215731,25228940,1,protein_coding,aquaporin 8 [Source:HGNC Symbol;Acc:HGNC:642]
ENSG00000103381,55313,CPPED1,16,12659799,12804017,-1,protein_coding,calcineurin-like phosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25632]
ENSG00000103404,57478,USP31,16,23061406,23149270,-1,protein_coding,ubiquitin specific peptidase 31 [Source:HGNC Symbol;Acc:HGNC:20060]
ENSG00000103415,3163,HMOX2,16,4474690,4510347,1,protein_coding,heme oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:5014]
ENSG00000103423,9093,DNAJA3,16,4425805,4456775,1,protein_coding,"DnaJ (Hsp40) homolog, subfamily A, member 3 [Source:HGNC Symbol;Acc:HGNC:11808]"
ENSG00000103426,100529144,CORO7-PAM16,16,4340251,4420494,-1,protein_coding,CORO7-PAM16 readthrough [Source:HGNC Symbol;Acc:HGNC:44424]
ENSG00000103429,51283,BFAR,16,14632815,14669236,1,protein_coding,bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:17613]
